weight,feature
0.8365978674036842,1
1.3406429047510169,2
-0.46822494884741733,3
-1.273984439685592,4
-0.5409103014811978,5
-1.0324196154234306,6
-0.4293559205318001,7
-0.8200355770990143,8
0.2605701070319947,9
0.2621431948269199,10
-0.26005677385776904,11
0.6869516871502604,12
