weight,feature
-0.19934737211308334,1
0.46607778760517854,2
-0.04657728593535444,3
-0.8064628703020632,4
-0.3558367548606168,5
-0.5761253462227743,6
0.16088397367874846,7
0.3958546154620238,8
-0.37308098435104536,9
0.0038374517752858637,10
0.30994882101207866,11
0.8359613684460301,12
