sse,iteration
418059.1471808627,1
311123.7545638783,2
240119.09477759094,3
192917.20596969847,4
161484.34485970106,5
140498.83324654415,6
126435.50114674111,7
116959.20974732988,8
110523.11293965572,9
106102.54041260379,10
103018.71827091163,11
100821.99922516599,12
99214.51271372501,13
97998.9273119522,14
97044.51026794926,15
96264.64488500282,16
95601.93773414056,17
95018.35347114423,18
94488.6800056627,19
93996.19973988832,20
93529.82213708569,21
93082.18429448426,22
92648.3927351656,23
92225.18995197225,24
91810.40231283239,25
91402.57434365837,26
91000.72647025553,27
90604.1945411501,28
90212.52352321091,29
89825.39708207865,30
89442.59093319335,31
89063.94193880941,32
88689.327635387,33
88318.65267022866,34
87951.83981491716,35
87588.82401051157,36
87229.54842104443,37
86873.9618173682,38
86522.01684226718,39
86173.66885935343,40
85828.87518869316,41
85487.59459863059,42
85149.78696734339,43
84815.4130568525,44
84484.43436154509,45
84156.81300607821,46
83832.51167601343,47
83511.49357015477,48
83193.72236728387,49
82879.16220245245,50
82567.77764962622,51
82259.5337085562,52
81954.39579447015,53
81652.32972965183,54
81353.3017362895,55
81057.27843018567,56
80764.2268150548,57
80474.11427722989,58
80186.90858065849,59
79902.57786210807,60
79621.0906265287,61
79342.41574253715,62
79066.52243799929,63
78793.38029569483,64
78522.95924905382,65
78255.2295779573,66
77990.16190459777,67
77727.72718939495,68
77467.89672696499,69
77210.64214214131,70
76955.93538604488,71
76703.74873220379,72
76454.05477272015,73
76206.82641448418,74
75962.03687543479,75
75719.65968086521,76
75479.66865977415,77
75242.03794126055,78
75006.74195096322,79
74773.7554075424,80
74543.05331920492,81
74314.61098027123,82
74088.40396778389,83
73864.40813815733,84
73642.5996238681,85
73422.95483018529,86
73205.4504319405,87
72990.06337033681,88
72776.77084979674,89
72565.55033484782,90
72356.37954704638,91
72149.23646193807,92
71944.0993060556,93
71740.94655395253,94
71539.75692527284,95
71340.50938185626,96
71143.18312487828,97
70947.75759202485,98
70754.21245470124,99
70562.52761527454,100
70372.68320434957,101
70184.65957807758,102
69998.43731549755,103
69813.99721590949,104
69631.3202962795,105
69450.3877886761,106
69271.1811377376,107
69093.68199816985,108
68917.87223227433,109
68743.73390750596,110
68571.24929406033,111
68400.40086249009,112
68231.17128135002,113
68063.54341487057,114
67897.50032065914,115
67733.02524742935,116
67570.10163275774,117
67408.71310086685,118
67248.8434604359,119
67090.476702437,120
66933.59699799783,121
66778.18869629005,122
66624.23632244283,123
66471.72457548178,124
66320.63832629233,125
66170.962615608,126
66022.68265202241,127
65875.78381002555,128
65730.25162806327,129
65586.0718066206,130
65443.230206327426,131
65301.71284608745,132
65161.505901229386,133
65022.59570168023,134
64884.96873016079,135
64748.61162040244,136
64613.511155385604,137
64479.654265599165,138
64347.02802732077,139
64215.61966091792,140
64085.41652916904,141
63956.406135605015,142
63828.576122870574,143
63701.91427110495,144
63576.40849634233,145
63452.046848931306,146
63328.817511972986,147
63206.708799778324,148
63085.709156343335,149
62965.80715384305,150
62846.99149114306,151
62729.25099232907,152
62612.57460525401,153
62496.95140010236,154
62382.37056797196,155
62268.8214194723,156
62156.293383339995,157
