weight,feature
-3.8398775475686078,1
-0.14973760966979915,2
6.686126578385793,3
-0.7395937013896651,4
4.94968687541095,5
2.9840361375356856,6
7.832346031175423,7
8.89291947874146,8
2.5762618464985865,9
4.243675247174437,10
0.21698103317972614,11
-3.329470925847195,12
