weight,feature
1.3434271327909935,1
-1.7573194467222188,2
0.05981698747551777,3
-0.25830694229285833,4
-0.91679694444205,5
0.7797976516308003,6
-0.11085740732545324,7
1.7480803787234354,8
-1.9470658757296475,9
2.5448701745097124,10
1.089596088296995,11
1.3491802849185848,12
