sse,iteration
198491.99661991687,1304
198488.51565063477,1305
198485.03480892174,1306
198481.55409477273,1307
198478.07350818324,1308
198474.59304914827,1309
198471.11271766323,1310
198467.63251372328,1311
198464.15243732388,1312
198460.67248846008,1313
198457.19266712718,1314
198453.7129733205,1315
198450.2334070352,1316
198446.75396826654,1317
198443.27465700984,1318
198439.7954732604,1319
198436.31641701332,1320
198432.83748826405,1321
198429.35868700765,1322
198425.88001323957,1323
198422.40146695485,1324
198418.923048149,1325
198415.44475681704,1326
198411.96659295438,1327
198408.4885565562,1328
198405.01064761766,1329
198401.5328661343,1330
198398.05521210126,1331
198394.57768551365,1332
198391.10028636688,1333
198387.6230146562,1334
198384.14587037667,1335
198380.6688535239,1336
198377.1919640928,1337
198373.71520207886,1338
198370.2385674773,1339
198366.7620602834,1340
198363.2856804922,1341
198359.8094280993,1342
198356.33330309961,1343
198352.8573054887,1344
198349.3814352617,1345
198345.9056924138,1346
198342.43007694036,1347
198338.95458883658,1348
198335.47922809786,1349
198332.00399471918,1350
198328.5288886961,1351
198325.0539100237,1352
198321.5790586974,1353
198318.1043347123,1354
198314.62973806367,1355
198311.15526874695,1356
198307.68092675705,1357
198304.20671208965,1358
198300.73262473967,1359
198297.25866470268,1360
198293.78483197378,1361
198290.31112654821,1362
198286.83754842117,1363
