weight,feature
-6.314673167598869,1
-0.016922827537763772,2
8.124789824937997,3
-0.7562567022307211,4
4.918300995027267,5
2.960866532182501,6
7.681926254293849,7
8.124940045830378,8
2.327387635519942,9
4.2391143289741136,10
0.16668440687354363,11
-3.195889841174221,12
