weight,feature
-6.314734306169278,1
-0.0169190452259648,2
7.58503349364674,3
-0.7562571433953368,4
4.918300245723543,5
2.9608659507073947,6
7.68192258885041,7
8.606310235076998,8
2.4816075423980126,9
4.239114214207111,10
0.1666835172607623,11
-3.1958865975093396,12
