weight,feature
-0.256551160845766,1
-0.5240203916383266,2
-0.3239721338274689,3
0.16552248360467361,4
0.53203254554447,5
-0.010177877909139176,6
0.0695969982051473,7
-0.7086328713810371,8
0.09005029968144206,9
0.42142803522249056,10
-0.32058179322643926,11
1.4670313371824117,12
